OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),ComplianceStatus,Outlier,usage_type
38,2016,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,Seattle,WA,98070.0,0825049008,4,LAKE UNION,47.6641,-122.33118,1906,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,4145920.5,Compliant,,Multi-usages
40,2016,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,Seattle,WA,98105.0,0925049117,4,NORTHEAST,47.66583,-122.29965,1994,1.0,4,81871,0,81871,Hotel,Hotel,81871.0,,,,,,6668568.5,Compliant,,Mono-usage
41,2016,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,Seattle,WA,98105.0,0925049330,4,NORTHEAST,47.66172,-122.29598,1955,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,,,,,,318364.8125,Compliant,,Mono-usage
46,2016,NonResidential,Warehouse,Seattle 11-13,3301 S NORFOLK ST,Seattle,WA,98118.0,0323049024,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,44731160.0,Compliant,,Multi-usages
52,2016,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,Seattle,WA,98107.0,0467000429,6,BALLARD,47.66587,-122.38476,1961,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,,6186461.5,Compliant,,Multi-usages
53,2016,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,Seattle,WA,98144.0,0570000340,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1.0,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,,,,2951331.25,Compliant,,Multi-usages
54,2016,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,Seattle,WA,98103.0,0625049002,6,NORTHWEST,47.68891,-122.33553,1954,1.0,3,175015,0,175015,K-12 School,K-12 School,175015.0,,,,,,6994740.5,Compliant,,Mono-usage
55,2016,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,Seattle,WA,98121.0,0653000225,7,DOWNTOWN,47.61351,-122.35129,1911,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,2158629.0,Compliant,,Multi-usages
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,Seattle,WA,98101.0,1975700040,7,DOWNTOWN,47.60946,-122.33337,1969,1.0,24,332210,205970,126240,Hotel,Hotel,348630.0,,,,,,16163194.0,Compliant,,Mono-usage
57,2016,NonResidential,Large Office,5th and Pine,413 Pine Street,Seattle,WA,98101.0,1975700200,7,DOWNTOWN,47.6113,-122.33659,1973,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,9536161.0,Compliant,,Multi-usages
58,2016,NonResidential,Other,1525 4th Avenue,1525 4th Ave,Seattle,WA,98101.0,1975700365,7,DOWNTOWN,47.61076,-122.33765,1920,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,1247362.0,Compliant,,Multi-usages
59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,Seattle,WA,98101.0,1975700380,7,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,,5071974.0,Compliant,,Multi-usages
60,2016,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,Seattle,WA,98101.0,1975700525,7,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,15026196.0,Compliant,,Multi-usages
62,2016,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,Seattle,WA,98101.0,1976700010,7,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,,4841347.5,Compliant,,Multi-usages
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,Seattle,WA,98101.0,1976700095,7,DOWNTOWN,47.61087,-122.33339,1982,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,80469216.0,Compliant,,Multi-usages
65,2016,NonResidential,Hotel,Inn at the Market,86 Pine St,Seattle,WA,98101.0,1977200050,7,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,,5348309.0,Compliant,,Multi-usages
66,2016,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,Seattle,WA,98101.0,1977201035,7,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,,5401277.5,Compliant,,Multi-usages
67,2016,NonResidential,Hotel,QUALITY INN,618 JOHN ST,Seattle,WA,98109.0,1991200730,7,LAKE UNION,47.61986,-122.34413,1959,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,,5284343.5,Compliant,,Multi-usages
68,2016,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,Seattle,WA,98109.0,1991200935,7,LAKE UNION,47.62001,-122.34274,2000,1.0,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,,,2014,6715187.0,Compliant,,Multi-usages
69,2016,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,Seattle,WA,98109.0,1991200940,7,LAKE UNION,47.62025,-122.34314,1997,1.0,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,,,,5827595.5,Compliant,,Multi-usages
70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,Seattle,WA,98119.0,1992200235,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,155602,36744,118858,Hotel,Hotel,155602.0,,,,,,6836900.0,Compliant,,Mono-usage
73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,Seattle,WA,98136.0,2125049015,3,EAST,47.63442,-122.30793,1911,1.0,3,56072,0,56072,K-12 School,K-12 School,56072.0,,,,,,3234787.75,Compliant,,Mono-usage
77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,Seattle,WA,98109.0,2249000170,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1.0,4,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,,5337334.0,Compliant,,Multi-usages
82,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,Seattle,WA,98122.0,2254501944,3,CENTRAL,47.60823,-122.30956,1962,1.0,2,54984,0,54984,Office,Office,54984.0,,,,,,3375211.0,Compliant,,Mono-usage
84,2016,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,Seattle,WA,98126.0,2324039001,1,SOUTHWEST,47.55837,-122.37751,1922,1.0,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,42792072.0,Compliant,,Multi-usages
85,2016,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,Seattle,WA,98133.0,2426039059,5,NORTHWEST,47.72426,-122.35599,1970,1.0,2,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,,,,,16402563.0,Compliant,,Mono-usage
86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,WA,98109.0,2467400430,7,LAKE UNION,47.61988,-122.33211,2008,1.0,6,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,3706100.25,Compliant,,Multi-usages
89,2016,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,Seattle,WA,98122.0,1978201270,3,EAST,47.61244,-122.3214,1965,0.0,3,179014,0,179014,Medical Office,Medical Office,179014.0,,,,,,16701055.0,Compliant,,Mono-usage
95,2016,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,Seattle,WA,98104.0,1979200270,3,EAST,47.60898,-122.32693,1908,1.0,7,76631,0,76631,Hotel,Hotel,76631.0,,,,,,7258758.5,Compliant,,Mono-usage
96,2016,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,Seattle,WA,98104.0,1979200290,3,EAST,47.60845,-122.32637,1983,1.0,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,15473117.0,Compliant,,Multi-usages
98,2016,NonResidential,Retail Store,Firestone Store#012432,400 Westlake Ave N,Seattle,WA,98109.0,1983200230,7,LAKE UNION,47.62237,-122.33805,1929,1.0,2,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,,1049748.625,Compliant,,Mono-usage
100,2016,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,Seattle,WA,98109.0,1983200325,7,LAKE UNION,47.62424,-122.33646,2010,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,,13795954.0,Compliant,,Multi-usages
102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,Seattle,WA,98109.0,1984200065,3,LAKE UNION,47.62642,-122.33325,1990,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,,19459304.0,Compliant,,Multi-usages
103,2016,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,389000,0,389000,Other,Other,368000.0,,,,,,23658978.0,Compliant,,Mono-usage
104,2016,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,91213,0,91213,Other,Other,65000.0,,,,,,8141155.5,Compliant,,Mono-usage
106,2016,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,WA,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,396085,0,396085,Other,Other,278500.0,,,,,,20955026.0,Compliant,,Mono-usage
107,2016,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,Seattle,WA,98109.0,1986200410,7,LAKE UNION,47.62112,-122.33629,2010,1.0,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,39605888.0,Compliant,,Multi-usages
110,2016,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,Seattle,WA,98109.0,1988200440,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,52000,0,52000,Other,Other,52000.0,,,,,,2726369.0,Compliant,,Mono-usage
111,2016,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,60696,0,60696,Other,Other,108000.0,,,,,,875943.3125,Compliant,,Mono-usage
112,2016,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,262048,0,262048,Other,Other,296000.0,,,,,,20723248.0,Compliant,,Mono-usage
113,2016,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,Seattle,WA,98109.0,1988200705,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,4166306.25,Compliant,,Multi-usages
114,2016,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,Seattle,WA,98109.0,1988201155,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,,36667044.0,Compliant,,Multi-usages
115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,Seattle,WA,98033.0,1989200850,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,,3476212.5,Compliant,,Multi-usages
116,2016,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,Seattle,WA,98109.0,1989201125,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,,5155568.5,Compliant,,Multi-usages
117,2016,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,Seattle,WA,98105.0,1142001871,4,NORTHEAST,47.65772,-122.31756,1962,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,,5448975.0,Compliant,,Multi-usages
119,2016,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,Seattle,WA,98112.0,1336800825,3,EAST,47.62548,-122.30828,1923,1.0,3,67743,0,67743,K-12 School,K-12 School,67743.0,,,,,,2646879.0,Compliant,,Mono-usage
120,2016,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,WA,98112.0,1338800660,3,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,,,,,,6219841.5,Compliant,,Mono-usage
121,2016,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,Seattle,WA,98144.0,1498303116,3,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,,,,4897760.0,Compliant,,Multi-usages
131,2016,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,WA,98115.0,1797500625,4,NORTHEAST,47.67524,-122.31534,1941,1.0,4,56521,0,56521,Other,Other,49000.0,,,,,,6357632.0,Compliant,,Mono-usage
132,2016,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,Seattle,WA,98115.0,1797500715,4,NORTHEAST,47.67559,-122.31769,1929,1.0,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,,,,4253577.5,Compliant,,Multi-usages
136,2016,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,Seattle,WA,98133.0,1926049012,5,NORTHWEST,47.73141,-122.3458,2001,1.0,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,,3611538.0,Compliant,,Multi-usages
139,2016,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,WA,98133.0,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1.0,3,69138,0,69138,Hotel,Hotel,70609.0,,,,,,3242458.0,Compliant,,Mono-usage
144,2016,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,Seattle,WA,98104.0,1974600035,7,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,,6505995.0,Compliant,,Multi-usages
145,2016,Nonresidential COS,Other,Benaroya Hall,200 University Street,Seattle,WA,98111.0,1974700025,7,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,,14641502.0,Compliant,,Mono-usage
147,2016,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,Seattle,WA,98107.0,2767703875,6,BALLARD,47.66737,-122.37956,1954,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,,68090728.0,Compliant,,Multi-usages
163,2016,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,Seattle,WA,98104.0,5247801465,2,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,,,,9363374.0,Compliant,,Multi-usages
167,2016,NonResidential,Other,Wing Luke Museum,719 South King Street,Seattle,WA,98104.0,5247802715,2,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,72820,13820,59000,Museum,Museum,58000.0,,,,,,2010454.625,Compliant,,Mono-usage
168,2016,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,Seattle,WA,98109.0,5458300285,7,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1.0,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,,,7946961.0,Compliant,,Multi-usages
170,2016,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,Seattle,WA,98122.0,6003000470,3,EAST,47.61495,-122.32177,1915,1.0,3,63330,0,63330,College/University,College/University,64820.0,,,,,,3059758.0,Compliant,,Mono-usage
173,2016,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,Seattle,WA,98115.0,6418100005,4,NORTHEAST,47.67828,-122.26456,2002,1.0,2,96300,0,96300,"Data Center, Office",Office,92300.0,Data Center,4944.0,,,,16319835.0,Compliant,,Multi-usages
174,2016,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,Seattle,WA,98134.0,6834700175,2,GREATER DUWAMISH,47.59545,-122.32146,1950,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,7475577.5,Compliant,,Mono-usage
179,2016,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,Other,25000.0,,,,4253369.5,Compliant,,Multi-usages
180,2016,NonResidential,Other,Hope Place,3802 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,1950092.5,Compliant,,Multi-usages
182,2016,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,Seattle,WA,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,College/University,52611.0,,,,,,4116871.5,Compliant,,Mono-usage
183,2016,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,Seattle,WA,98119.0,7443000375,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,,4448582.5,Compliant,,Mono-usage
187,2016,NonResidential,Other,Youth Services Center,1211 E Alder Street,Seattle,WA,98122.0,2908700085,3,CENTRAL,47.60462,-122.31549,1971,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,,13071700.0,Compliant,,Multi-usages
338,2016,NonResidential,Other,Jack R. McDonald Building,1900 9th Ave.,Seattle,WA,98101.0,0660001215,7,DOWNTOWN,47.61598,-122.33448,2004,1.0,11,299070,68432,230638,Other,Other,250000.0,,,,,,65336980.0,Compliant,,Mono-usage
190,2016,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,Seattle,WA,98108.0,2924049043,2,GREATER DUWAMISH,47.536,-122.31768,2007,1.0,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,,3242077.75,Compliant,,Multi-usages
194,2016,NonResidential,Retail Store,Northgate Mall,401 Northgate Way,Seattle,WA,98125.0,2926049025,5,NORTH,47.70759,-122.3255,1951,1.0,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,,27717034.0,Compliant,,Multi-usages
195,2016,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,Seattle,WA,98125.0,2926049409,5,NORTH,47.7066,-122.321,1964,1.0,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,,7265178.0,Compliant,,Mono-usage
197,2016,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,Seattle,WA,98125.0,2926049528,5,NORTH,47.70619,-122.32586,1965,1.0,4,124342,0,124342,Retail Store,Retail Store,122000.0,,,,,,8765978.0,Compliant,,Mono-usage
198,2016,NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,Seattle,WA,98105.0,2982800005,4,NORTHEAST,47.66231,-122.28146,1953,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,,253832464.0,Compliant,,Mono-usage
200,2016,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,Seattle,WA,98133.0,3026049024,5,NORTHWEST,47.70956,-122.3345,1996,1.0,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,,3191228.25,Compliant,,Multi-usages
209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,WA,98122.0,3225049002,3,EAST,47.61233,-122.3171,1910,1.0,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,,1381590.125,Compliant,,Mono-usage
215,2016,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,Seattle,WA,98108.0,3466800065,2,GREATER DUWAMISH,47.55152,-122.31869,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,,,,2100097.75,Compliant,,Mono-usage
220,2016,NonResidential,Warehouse,8109,4786 First Ave S,Seattle,WA,98134.0,3573700006,2,GREATER DUWAMISH,47.55901,-122.33328,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,,,,,,6744317.0,Compliant,,Mono-usage
223,2016,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1966,1.0,1,64984,0,64984,Retail Store,Retail Store,65425.0,,,,,,2944296.25,Compliant,,Mono-usage
224,2016,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1965,1.0,1,67745,0,67745,Retail Store,Retail Store,67782.0,,,,,,9230223.0,Compliant,,Mono-usage
228,2016,NonResidential,Other,Webster Building,3014 NW 67th St.,Seattle,WA,98117.0,3693901110,6,BALLARD,47.67767,-122.39631,1973,1.0,3,56000,0,56000,Other,Other,56000.0,,,,,,1851260.5,Compliant,,Mono-usage
230,2016,NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,6343 35th Ave SW,Seattle,WA,98126.0,3874900040,1,SOUTHWEST,47.54508,-122.37737,1969,1.0,2,52088,0,52088,Self-Storage Facility,Self-Storage Facility,52088.0,,,,,,1377519.5,Compliant,,Mono-usage
232,2016,NonResidential,Hotel,Silver Cloud Inn,1150 Fairview Ave N,Seattle,WA,98109.0,4088802955,3,LAKE UNION,47.62972,-122.32906,1998,1.0,5,123920,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,,9373179.0,Compliant,,Multi-usages
233,2016,Nonresidential COS,Other,Armory Building,860 Terry Ave N,Seattle,WA,98109.0,4088803210,3,LAKE UNION,47.62759,-122.33661,1900,1.0,1,50000,0,50000,Museum,Museum,43000.0,,,,,,7548807.0,Compliant,,Mono-usage
234,2016,Nonresidential COS,Warehouse,SCL Roy Street Warehouse,802 Roy St,Seattle,WA,98109.0,4088803530,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1926,1.0,2,50292,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,,430473.6875,Compliant,,Multi-usages
235,2016,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,925 Westlake Ave North,Seattle,WA,98109.0,4088803586,7,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1998,1.0,7,207656,54341,153315,Hotel,Hotel,141591.0,,,,,,11171988.0,Compliant,,Mono-usage
238,2016,Nonresidential COS,Small- and Mid-Sized Office,North Service Center,1300 N 97th ST,Seattle,WA,98103.0,4310701070,5,NORTHWEST,47.70044,-122.34136,1957,1.0,2,91130,0,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,Parking,11850.0,,9472358.0,Compliant,,Multi-usages
241,2016,NonResidential,Hotel,Hotel Nexus,2140 N. Northgate Way,Seattle,WA,98133.0,4468400005,5,NORTHWEST,47.70916,-122.33216,1968,1.0,4,64893,0,64893,Hotel,Hotel,64893.0,,,,,,6197825.0,Compliant,,Mono-usage
244,2016,NonResidential,Small- and Mid-Sized Office,Washington Park Building,76-80 S washington st,Seattle,WA,98104.0,5247800030,7,DOWNTOWN,47.60105,-122.33518,1900,1.0,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,,1677002.25,Compliant,,Multi-usages
245,2016,NonResidential,Other,CenturyLink,800 Occidental Ave. South,Seattle,WA,98134.0,7666204876,2,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,,59757440.0,Compliant,,Multi-usages
247,2016,Nonresidential COS,Distribution Center,SCL SSC Building A,3613 4th Ave S,Seattle,WA,98134.0,7666205660,2,GREATER DUWAMISH,47.57199,-122.32811,1924,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,,9436408.0,Compliant,,Multi-usages
