OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ComplianceStatus,Outlier,usage_type,BuildingAge,BuildingRatio,IsMultiUse,NumberPropertyUses
363,2016,NonResidential,Retail Store,University Book Store,4326 University Way NE,Seattle,WA,98105.0,1142000075,4,NORTHEAST,47.66024,-122.31278,1.0,2,89200,0,89200,Retail Store,89200.0,,,,,,Compliant,,Mono-usage,38,1.0,0,1
515,2016,NonResidential,Warehouse,0643-Seattle - North 130th Street,1430 North 130th Street,Seattle,WA,98133.0,1926049045,5,NORTHWEST,47.72377,-122.34095,1.0,3,94400,0,94400,Non-Refrigerated Warehouse,67155.0,,,,,,Compliant,,Mono-usage,17,1.0,0,1
756,2016,NonResidential,Retail Store,601 Pine St,601 Pine St,Seattle,WA,98101.0,1976700005,7,DOWNTOWN,47.61203,-122.33486,1.0,4,78920,0,78920,Retail Store,78920.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
26706,2016,NonResidential,Small- and Mid-Sized Office,Moses Building,316 2nd Ave S,Seattle,WA,98104.0,5247800855,7,DOWNTOWN,47.59954,-122.33115,0.0,3,26830,0,26830,Office,16838.0,Other,10000.0,,,,Compliant,,Multi-usages,116,1.0,1,2
26157,2016,NonResidential,Senior Care Community,Caroline Kline Galland Home,7500 Seward Park Ave S,Seattle,WA,98118.0,9412400225,2,SOUTHEAST,47.53515,-122.26556,1.0,1,141297,0,141297,Senior Care Community,141297.0,,,,,,Compliant,,Mono-usage,49,1.0,0,1
25907,2016,NonResidential,Other,Swedish Cultural Center,1920 Dexter Ave N,Seattle,WA,98109.0,9301300445,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1.0,3,22960,0,22960,Other - Entertainment/Public Assembly,22960.0,,,,,,Compliant,,Mono-usage,55,1.0,0,1
782,2016,NonResidential,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,Seattle,WA,98104.0,7666206955,2,GREATER DUWAMISH,47.59273,-122.33455,1.0,2,58492,0,58492,Other,58500.0,,,,,,Compliant,,Mono-usage,77,1.0,0,1
24100,2016,NonResidential,Other,Canal Boiler Works,2702 6th Ave S,Seattle,WA,98134.0,7666203660,2,GREATER DUWAMISH,47.57959,-122.32557,1.0,1,32100,0,32100,Other,32100.0,,,,,,Compliant,,Mono-usage,106,1.0,0,1
732,2016,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,Seattle,WA,98117.0,9231900160,6,NORTHWEST,47.69197,-122.35877,1.0,1,141890,35545,106345,Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,,Compliant,,Multi-usages,46,0.7494890408062583,1,2
337,2016,NonResidential,Large Office,1800 Ninth,1800 9th Avenue,Seattle,WA,98101.0,0660001135,7,DOWNTOWN,47.61516,-122.33303,1.0,16,480840,141600,339240,Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,,Compliant,,Multi-usages,26,0.7055153481407537,1,5
24909,2016,NonResidential,Worship Facility,Ballard First Lutheran Church,2006 NW 65th Street,Seattle,WA,98117.0,7518505195,6,BALLARD,47.67628,-122.38238,1.0,2,24120,0,24120,Worship Facility,24120.0,,,,,,Compliant,,Mono-usage,88,1.0,0,1
23,2016,NonResidential,Hotel,Renaissance Seattle Hotel,515 Madison Street,Seattle,WA,98104.0,0942000430,7,DOWNTOWN,47.60681,-122.33078,1.0,28,416281,85000,331281,Hotel,348329.0,Parking,85000.0,,,,Compliant,,Multi-usages,33,0.7958110026640659,1,2
24105,2016,NonResidential,Warehouse,625 Building,625 South Lander,Seattle,WA,98134.0,7666203710,2,GREATER DUWAMISH,47.57934,-122.32501,1.0,1,24990,0,24990,Non-Refrigerated Warehouse,25649.0,Office,6728.0,,,,Compliant,,Multi-usages,63,1.0,1,2
50045,2016,NonResidential,Large Office,"Sidneysea, LLC",400 9th Avenue North,Seattle,WA,98109.0,1983200035,7,LAKE UNION,47.62263,-122.33976,1.0,12,483397,166208,317189,Office,342173.0,Parking,147597.0,,,,Compliant,,Multi-usages,1,0.6561666704592706,1,2
819,2016,NonResidential,Retail Store,BLDG D,2689 NE University Village Street,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1.0,2,93803,0,93803,Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,,Compliant,,Multi-usages,60,1.0,1,4
20266,2016,NonResidential,Worship Facility,University Temple United Methodist Church,1415 NE 43rd St.,Seattle,WA,98105.0,1142001145,4,NORTHEAST,47.65926,-122.31241,1.0,2,47992,0,47992,Worship Facility,37800.0,Other,10206.0,,,,Compliant,,Multi-usages,90,1.0,1,2
25711,2016,NonResidential,Restaurant,BUSH GARDEN - RESTURANT & LOUNGE,614 S MAYNARD AVE S,Seattle,WA,98104.0,5247802410,2,DOWNTOWN,47.59697,-122.32474,1.0,3,28800,0,28800,,,,,,,,Compliant,,Mono-usage,103,1.0,0,1
23730,2016,NonResidential,Warehouse,RSVP West Bldg,4021 13th Avenue W.,Seattle,WA,98119.0,7666200120,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.37507,1.0,1,46970,0,46970,Non-Refrigerated Warehouse,46970.0,,,,,,Compliant,,Mono-usage,68,1.0,0,1
26183,2016,NonResidential,Small- and Mid-Sized Office,Supply Laundry Building,1265 Republican St.,Seattle,WA,98109.0,6849200110,7,LAKE UNION,47.62298,-122.33082,1.0,2,27788,0,27788,Office,32610.0,Other - Restaurant/Bar,4874.0,,,,Compliant,,Multi-usages,104,1.0,1,2
23011,2016,NonResidential,Retail Store,Bevmo,10700 5th Ave NE,Seattle,WA,98125.0,2926049223,5,NORTH,47.70708,-122.32251,1.0,1,41615,0,41615,Retail Store,41615.0,,,,,,Error - Correct Default Data,,Mono-usage,50,1.0,0,1
37248,2016,NonResidential,Warehouse,Rainier Malt House,5840 Airport Way South,Seattle,WA,98108.0,3466800063,2,GREATER DUWAMISH,47.55066,-122.31787,1.0,4,72859,0,72859,Non-Refrigerated Warehouse,72859.0,,,,,,Compliant,,Mono-usage,112,1.0,0,1
487,2016,NonResidential,Laboratory,UW Medicine Research Phase I,850 Republican St.,Seattle,WA,98109.0,1988201480,7,LAKE UNION,47.62405,-122.34036,1.0,4,102235,0,102235,Laboratory,103135.0,,,,,,Compliant,,Mono-usage,53,1.0,0,1
21328,2016,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,WA,98101.0,1978200320,7,EAST,47.61186,-122.32857,1.0,4,49243,0,49243,Other/Specialty Hospital,52284.0,,,,,,Compliant,,Mono-usage,52,1.0,0,1
413,2016,NonResidential,Large Office,(ID413) JOSEPH VANCE BLDG,1414 3RD AVE,Seattle,WA,98101.0,1975700340,7,DOWNTOWN,47.60902,-122.33674,1.0,14,137350,0,137350,Office,124508.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
35,2016,NonResidential,Hotel,Hotel Five,2200 5th ave,Seattle,WA,98121.0,0697000170,7,DOWNTOWN,47.61558,-122.34186,1.0,5,68410,16200,52210,Hotel,47994.0,,,,,,Compliant,,Mono-usage,38,0.7631925157140769,0,1
681,2016,NonResidential,Large Office,1633 Westlake Building,1633 Westlake Avenue North,Seattle,WA,98109.0,8807900360,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,1.0,4,191146,94892,96254,Office,103000.0,Parking,80000.0,,,,Compliant,,Multi-usages,16,0.50356272168918,1,2
49940,2016,NonResidential,Hospital,Virginia Mason Medical Center - 2149,925 Seneca St.,Seattle,WA,98101.0,1979200210,3,EAST,47.60986,-122.32774,1.0,8,374466,0,374466,Hospital (General Medical & Surgical),1010135.0,,,,,,Compliant,,Mono-usage,96,1.0,0,1
417,2016,NonResidential,Large Office,Melbourne Tower,1511 3rd Ave,Seattle,WA,98101.0,1975700465,7,DOWNTOWN,47.60987,-122.33824,1.0,10,130893,0,130893,Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,,Compliant,,Multi-usages,89,1.0,1,3
58,2016,NonResidential,Other,1525 4th Avenue,1525 4th Ave,Seattle,WA,98101.0,1975700365,7,DOWNTOWN,47.61076,-122.33765,1.0,2,57428,0,57428,Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,Compliant,,Multi-usages,96,1.0,1,4
21119,2016,NonResidential,Warehouse,Canal Building,712 N 34th St,Seattle,WA,98103.0,1972202680,6,LAKE UNION,47.64965,-122.34913,1.0,2,33840,0,33840,Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,,Compliant,,Multi-usages,89,1.0,1,3
23935,2016,NonResidential,Warehouse,Messenger Corp,37 South Hudson Street,Seattle,WA,98134.0,3573200895,2,GREATER DUWAMISH,47.55716,-122.33744,1.0,1,38412,0,38412,Non-Refrigerated Warehouse,32000.0,Office,8000.0,,,,Compliant,,Multi-usages,92,1.0,1,2
723,2016,NonResidential,Distribution Center,North Coast Electric,2450 8th Ave S,Seattle,WA,98134.0,7666203538,2,GREATER DUWAMISH,47.58096,-122.32313,1.0,1,84420,0,84420,Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,,Compliant,,Multi-usages,46,1.0,1,3
26593,2016,NonResidential,Small- and Mid-Sized Office,Delmar Building,108 South Washington St,Seattle,WA,98104.0,5247800481,7,DOWNTOWN,47.60102,-122.33378,1.0,4,22840,0,22840,Office,18400.0,Other,4440.0,,,,Error - Correct Default Data,,Multi-usages,116,1.0,1,2
50035,2016,NonResidential,Hotel,Hilton Garden Inn Seattle,1821 Boren Ave,Seattle,WA,98101.0,3374400010,7,DOWNTOWN,47.61665,-122.33261,1.0,14,144614,0,144614,Hotel,159500.0,,,,,,Compliant,,Mono-usage,1,1.0,0,1
20519,2016,NonResidential,Distribution Center,2001 Plum LLC,2001 South Plum Street,Seattle,WA,98144.0,1498302035,2,GREATER DUWAMISH,47.58513,-122.30645,1.0,1,25920,0,25920,Distribution Center,19277.0,Refrigerated Warehouse,4051.0,Office,2592.0,,Compliant,,Multi-usages,47,1.0,1,3
28019,2016,NonResidential,Worship Facility,Our Lady of Fatima Church & Rectory,3218 W. Barrett St.,Seattle,WA,98199.0,6822100520,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1.0,2,31805,0,31805,Worship Facility,31805.0,,,,,,Compliant,,Mono-usage,63,1.0,0,1
20067,2016,NonResidential,Restaurant,FareStart,700 Virginia St,Seattle,WA,98101.0,0659000710,7,DOWNTOWN,47.61521,-122.33747,1.0,3,33600,0,33600,Restaurant,19200.0,Office,14400.0,,,,Compliant,,Multi-usages,93,1.0,1,2
26711,2016,NonResidential,Other,Men's Shelter,318 2nd Ave Extension S,Seattle,WA,98104.0,5247800930,7,DOWNTOWN,47.60055,-122.33057,1.0,6,29820,0,29820,Other - Lodging/Residential,29820.0,,,,,,Compliant,,Mono-usage,112,1.0,0,1
25277,2016,NonResidential,Warehouse,Pedersen Party Rentals,4424 4th Ave. S.,Seattle,WA,98134.0,3958900650,2,GREATER DUWAMISH,47.56362,-122.32876,1.0,1,22509,0,22509,Non-Refrigerated Warehouse,22509.0,,,,,,Compliant,,Mono-usage,60,1.0,0,1
24630,2016,NonResidential,Small- and Mid-Sized Office,UFCW21 Building,5030 1st Ave South,Seattle,WA,98134.0,3573700408,2,GREATER DUWAMISH,47.55658,-122.33322,1.0,3,43473,0,43473,Office,43473.0,,,,,,Compliant,,Mono-usage,16,1.0,0,1
26119,2016,NonResidential,Retail Store,517 E Pike St Building,517 E Pike St   Upper Level,Seattle,WA,98122.0,8804900910,3,EAST,47.61386,-122.32481,0.0,2,24750,0,24750,Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,,Compliant,,Multi-usages,106,1.0,1,3
27828,2016,NonResidential,Mixed Use Property,905 E Pike St,905 E Pike St,Seattle,WA,98122.0,6003000035,3,EAST,47.6139,-122.32034,1.0,3,24000,0,24000,Office,12000.0,Other,6000.0,Retail Store,6000.0,,Compliant,,Multi-usages,104,1.0,1,3
21353,2016,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1111 Harvard Ave.,Seattle,WA,98122.0,1978201205,3,EAST,47.61194,-122.32177,1.0,3,73549,0,73549,Office,41632.0,Worship Facility,31917.0,,,,Compliant,,Multi-usages,106,1.0,1,2
341,2016,NonResidential,Large Office,Dexter Horton Building,710 2nd Avenue,Seattle,WA,98104.0,0939000260,7,DOWNTOWN,47.6036,-122.33288,1.0,15,388934,0,388934,Office,388934.0,,,,,20152014201220112009,Compliant,,Mono-usage,94,1.0,0,1
22955,2016,NonResidential,Senior Care Community,Foundation House at Northgate,11301 3rd Ave NE,Seattle,WA,98125.0,2926049051,5,North,47.71069,-122.32674,1.0,5,43661,0,43661,Senior Care Community,43661.0,Parking,0.0,,,,Compliant,,Multi-usages,18,1.0,1,2
24840,2016,NonResidential,Small- and Mid-Sized Office,KR Trigger Building,3201 1st Ave S,Seattle,WA,98134.0,7666207420,2,GREATER DUWAMISH,47.57529,-122.33475,1.0,1,26310,0,26310,Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,,Compliant,,Multi-usages,93,1.0,1,3
21435,2016,NonResidential,Other,space needle,400 broard street,Seattle,WA,98109.0,1985200495,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1.0,2,33971,0,33971,Other - Recreation,50000.0,,,,,,Compliant,,Mono-usage,55,1.0,0,1
26396,2016,NonResidential,Worship Facility,University Christian Church,4731 15TH AVE. NE,Seattle,WA,98105.0,8816400210,4,NORTHEAST,47.6645,-122.31224,1.0,2,78401,0,78401,Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,,Compliant,,Multi-usages,89,1.0,1,4
21879,2016,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,13333 GREENWOOD AVE N,Seattle,WA,98133.0,2426039037,5,NORTHWEST,47.72618,-122.35642,1.0,2,51298,0,51298,Senior Care Community,51298.0,,,,,,Compliant,,Mono-usage,62,1.0,0,1
22332,2016,NonResidential,Other,Ballard Square,2228 NW Market Street,Seattle,WA,98107.0,2767701080,6,BALLARD,47.66908,-122.38627,1.0,2,30000,0,30000,Strip Mall,25828.0,Parking,0.0,,,,Compliant,,Multi-usages,88,1.0,1,2
332,2016,NonResidential,Small- and Mid-Sized Office,Times Square Building,414 Olive Street,Seattle,WA,98101.0,0659000385,7,DOWNTOWN,47.61256,-122.33808,1.0,5,73399,0,73399,Office,51557.0,Retail Store,9976.0,,,,Compliant,,Multi-usages,100,1.0,1,2
27922,2016,NonResidential,K-12 School,Seattle Temple,1511 E. Pike Street,Seattle,WA,98122.0,7234600135,3,CENTRAL,47.61395,-122.31253,1.0,2,36825,0,36825,K-12 School,44340.0,Worship Facility,10415.0,Social/Meeting Hall,4925.0,,Compliant,,Multi-usages,65,1.0,1,4
769,2016,NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,Seattle,WA,98104.0,0939000240,7,DOWNTOWN,47.60366,-122.33328,1.0,3,52298,0,52298,Office,50250.0,,,,,,Compliant,,Mono-usage,95,1.0,0,1
24537,2016,NonResidential,Warehouse,Cloverdale Business Park Building B,309 South Cloverdale Street,Seattle,WA,98108.0,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1.0,1,33320,0,33320,Non-Refrigerated Warehouse,32200.0,Office,1200.0,,,,Compliant,,Multi-usages,37,1.0,1,2
25663,2016,Nonresidential COS,Other,East Precinct,1519 12th Ave,Seattle,WA,98122.0,6003500315,3,EAST,47.61492,-122.31728,1.0,2,61580,27000,34580,Other,36280.0,Parking,23154.0,,,,Compliant,,Multi-usages,90,0.5615459564793764,1,2
40447,2016,Nonresidential COS,Mixed Use Property,OCC Complex,2700 Airport Way S,Seattle,WA,98134.0,7666203010,2,GREATER DUWAMISH,47.57918,-122.32075,5.0,1,87458,0,87458,Office,41097.0,Distribution Center,39772.0,Other,6275.0,,Compliant,,Multi-usages,50,1.0,1,4
223,2016,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1.0,1,64984,0,64984,Retail Store,65425.0,,,,,,Compliant,,Mono-usage,50,1.0,0,1
19613,2016,NonResidential,Small- and Mid-Sized Office,SBC19613,5303 Shilshole Ave NW,Seattle,WA,98107.0,0467000420,6,BALLARD,47.66587,-122.38476,1.0,3,43500,0,43500,Office,43495.0,,,,,,Compliant,,Mono-usage,37,1.0,0,1
27080,2016,NonResidential,Worship Facility,Japanese Presbyterian Church,1801 24th Avenue South,Seattle,WA,98144.0,3881900570,3,SOUTHEAST,47.58671,-122.30201,1.0,2,22952,0,22952,Worship Facility,22962.0,Parking,0.0,,,,Compliant,,Multi-usages,53,1.0,1,2
24581,2016,NonResidential,Other,SODO,3228 1st Ave S,Seattle,WA,98134.0,7666205945,2,GREATER DUWAMISH,47.57459,-122.3339,1.0,1,20975,0,20975,Other - Entertainment/Public Assembly,13144.0,Other,6600.0,Fast Food Restaurant,1070.0,,Compliant,,Multi-usages,79,1.0,1,3
86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,WA,98109.0,2467400430,7,LAKE UNION,47.61988,-122.33211,1.0,6,84103,20732,63371,Hotel,63371.0,Parking,20732.0,,,,Compliant,,Multi-usages,8,0.7534927410437202,1,2
331,2016,NonResidential,Large Office,The Tower Building,1809 7th Ave,Seattle,WA,98101.0,0659000365,7,DOWNTOWN,47.61375,-122.33566,1.0,17,204790,30000,174790,Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,201020092007,Compliant,,Multi-usages,86,0.8535084720933639,1,4
626,2016,NonResidential,Warehouse,Warehouse 1,1750 Occidental Ave S,Seattle,WA,98134.0,7666206285,2,GREATER DUWAMISH,47.58781,-122.33264,1.0,1,78814,0,78814,Non-Refrigerated Warehouse,78814.0,,,,,,Compliant,,Mono-usage,62,1.0,0,1
49924,2016,NonResidential,Small- and Mid-Sized Office,SCCC DISTRICT/ERICKSON,1500 HARVARD AVE,Seattle,WA,98122.0,7502500010,3,EAST,47.61438,-122.32174,0.0,2,64820,0,64820,Office,37668.0,Movie Theater,11500.0,Vocational School,10000.0,,Compliant,,Multi-usages,104,1.0,1,3
392,2016,NonResidential,Warehouse,Linden Bldg,910 N 137th St,Seattle,WA,98133.0,0164000120,5,NORTHWEST,47.72912,-122.34677,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,51116.0,,,,,,Compliant,,Mono-usage,56,1.0,0,1
41928,2016,NonResidential,Supermarket / Grocery Store,Safeway 1586 - 15th Ave,12318 15th Ave NE,Seattle,WA,98115.0,6798100875,5,NORTH,47.71864,-122.312,1.0,1,51400,0,51400,Supermarket/Grocery Store,51841.0,Parking,0.0,,,,Compliant,,Multi-usages,5,1.0,1,2
24472,2016,NonResidential,Warehouse,Old Pipe Building,3223 3rd Ave S,Seattle,WA,98134.0,7666205550,2,GREATER DUWAMISH,47.57466,-122.33089,1.0,1,48280,0,48280,Non-Refrigerated Warehouse,40780.0,Office,7500.0,,,,Compliant,,Multi-usages,48,1.0,1,2
26956,2016,NonResidential,University,Kerry Hall,710 E. Roy St.,Seattle,WA,98121.0,9831200125,3,EAST,47.62531,-122.32303,1.0,3,31900,0,31900,College/University,26000.0,,,,,,Compliant,,Mono-usage,95,1.0,0,1
12,2016,NonResidential,Hotel,311wh-Pioneer Square,612 2nd Ave,Seattle,WA,98104.0,0939000080,7,DOWNTOWN,47.60294,-122.33263,1.0,15,163984,0,163984,Hotel,163984.0,,,,,,Compliant,,Mono-usage,112,1.0,0,1
23691,2016,NonResidential,Worship Facility,Westood Christian Community,9252 16TH AVE SW,Seattle,WA,98106.0,3298700615,1,DELRIDGE,47.51989,-122.35489,1.0,1,23706,0,23706,Worship Facility,23706.0,,,,,,Compliant,,Mono-usage,53,1.0,0,1
27482,2016,NonResidential,Warehouse,8000 5th Ave S,8000 5th Ave s,Seattle,WA,98108.0,7327901685,1,GREATER DUWAMISH,47.53104,-122.32784,1.0,1,24024,0,24024,Non-Refrigerated Warehouse,14314.0,Other - Services,9710.0,,,,Compliant,,Multi-usages,39,1.0,1,2
24026,2016,NonResidential,Self-Storage Facility,U-Haul Moving & Storage of SE Seattle,6401 Mlk Jr Wy S,Seattle,WA,98118.0,3333001690,2,GREATER DUWAMISH,47.54514,-122.28596,1.0,1,23100,0,23100,Self-Storage Facility,23250.0,,,,,,Compliant,,Mono-usage,61,1.0,0,1
19755,2016,NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",2607 2nd Avenue,Seattle,WA,98121.0,0654000120,7,DOWNTOWN,47.61588,-122.34965,1.0,3,20565,0,20565,Office,20565.0,,,,,,Compliant,,Mono-usage,91,1.0,0,1
447,2016,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,750 S Michigan St,Seattle,WA,98108.0,2024049061,2,GREATER DUWAMISH,47.5471,-122.32406,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,106001.0,,,,,,Compliant,,Mono-usage,53,1.0,0,1
21964,2016,NonResidential,Worship Facility,(ID21964) BALLARD BAPTIST CHURCH,2004 NW 63RD ST,Seattle,WA,98107.0,2767601245,6,BALLARD,47.67477,-122.38241,1.0,2,21765,0,21765,Worship Facility,21765.0,,,,,,Compliant,,Mono-usage,106,1.0,0,1
26883,2016,NonResidential,Other,Washington Hall,153 14th Avenue,Seattle,WA,98122.0,4226900030,3,CENTRAL,47.60285,-122.31458,1.0,3,25864,0,25864,Social/Meeting Hall,13364.0,Office,8420.0,,,,Compliant,,Multi-usages,108,1.0,1,2
21894,2016,NonResidential,Warehouse,821 WEARHOUSE,821 SO BARTON ST,Seattle,WA,98108.0,2433700068,1,GREATER DUWAMISH,47.52024,-122.32137,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,35289.0,,,,,,Compliant,,Mono-usage,9,1.0,0,1
40034,2016,NonResidential,Small- and Mid-Sized Office,Sandpoint #29,6200 NE 74th ST,Seattle,WA,98115.0,0225049077,4,NORTHEAST,47.68254,-122.26299,1.0,0,21931,0,21931,Office,31845.0,Office,31845.0,,,,Compliant,,Multi-usages,56,1.0,0,1
19896,2016,NonResidential,Restaurant,G4 Capital Sea Holdings LLC,1933 5th Avenue,Seattle,WA,98101.0,0659000430,7,DOWNTOWN,47.61332,-122.33904,1.0,3,22381,0,22381,Restaurant,22381.0,,,,,,Compliant,,Mono-usage,93,1.0,0,1
565,2016,NonResidential,Large Office,Northcut Landing,4915 25th Ave NE,Seattle,WA,98105.0,7174800132,4,NORTHEAST,47.66517,-122.30186,1.0,3,102290,42440,59850,Office,83715.0,Parking,18575.0,,,,Compliant,,Multi-usages,10,0.5851011829113305,1,2
26667,2016,NonResidential,Other,Hillel Foundation,4745 17th Ave. NE,Seattle,WA,98105.0,8823901885,4,NORTHEAST,47.66453,-122.30999,1.0,2,21075,0,21075,Social/Meeting Hall,18075.0,Office,3000.0,,,,Compliant,,Multi-usages,12,1.0,1,2
460,2016,NonResidential,Large Office,Northgate Plaza,9709 3rd Ave NE,Seattle,WA,98115.0,2434900030,5,NORTH,47.69917,-122.3268,1.0,5,122250,0,122250,Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,2009,Compliant,,Multi-usages,33,1.0,1,4
330,2016,NonResidential,Small- and Mid-Sized Office,Lloyd building,603 Stewart Street,Seattle,WA,98101.0,0659000350,7,DOWNTOWN,47.61356,-122.33665,1.0,10,63409,7757,55652,Office,45260.0,Retail Store,6187.0,,,,Compliant,,Multi-usages,90,0.8776672081250295,1,2
728,2016,NonResidential,Warehouse,Pacific Iron & Metal,2230 4th Ave S,Seattle,WA,98134.0,7666204430,2,GREATER DUWAMISH,47.58241,-122.32866,1.0,2,61200,0,61200,Non-Refrigerated Warehouse,61200.0,,,,,,Compliant,,Mono-usage,85,1.0,0,1
20073,2016,NonResidential,Other,Griffin Building,2005 5th Ave,Seattle,WA,98121.0,0659001020,7,DOWNTOWN,47.61362,-122.33959,1.0,4,32356,0,32356,Financial Office,25876.0,Bank Branch,6480.0,,,,Compliant,,Multi-usages,89,1.0,1,2
50196,2016,Nonresidential COS,Mixed Use Property,Northgate Community Center,10510 5th Ave NE,Seattle,WA,,2926049431,5,NORTH,47.70541,-122.32232,1.0,1,20616,0,20616,Other - Recreation,9900.0,Fitness Center/Health Club/Gym,8577.0,Pre-school/Daycare,1364.0,,Compliant,,Multi-usages,11,1.0,1,5
40008,2016,NonResidential,Mixed Use Property,(ID#40008) KC Metro Transit Power Distribution,2255 4TH AVE S,Seattle,WA,98134.0,7666205180,2,GREATER DUWAMISH,47.5823,-122.32937,1.0,3,21947,0,21947,Other,14877.0,Office,12023.0,Parking,4920.0,,Compliant,,Multi-usages,12,1.0,1,3
828,2016,NonResidential,Hospital,Swedish First Hill,747 Broadway,Seattle,WA,98122.0,1978201096,3,EAST,47.608951,-122.322402,7.0,14,1765970,0,1765970,Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,,,,Compliant,,Multi-usages,22,1.0,1,2
22574,2016,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,3837 13th Avenue West,Seattle,WA,98119.0,2770604870,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1.0,2,20022,0,20022,Office,20784.0,,,,,,Compliant,,Mono-usage,55,1.0,0,1
749,2016,NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,Seattle,WA,98121.0,0656000410,7,DOWNTOWN,47.61732,-122.34791,1.0,8,150000,23630,126370,Office,126648.0,Parking,23913.0,,,2009,Compliant,,Multi-usages,41,0.8424666666666667,1,2
27673,2016,NonResidential,Hotel,Hotel1000,1000 1st Ave.,Seattle,WA,98104.0,5017300000,7,DOWNTOWN,47.60505,-122.3361,0.0,10,392552,22225,370327,Hotel,198400.0,Parking,52400.0,,,,Compliant,,Multi-usages,10,0.9433832969899528,1,2
24716,2016,NonResidential,Refrigerated Warehouse,Pacific Commercial,85 South Atlantic St.,Seattle,WA,98134.0,7666207070,2,GREATER DUWAMISH,47.58999,-122.33539,0.0,2,24430,0,24430,Refrigerated Warehouse,15667.0,Other,8690.0,,,,Compliant,,Multi-usages,79,1.0,1,2
326,2016,NonResidential,Large Office,Westlake Tower,1601 5th Avenue,Seattle,WA,98101.0,9301500000,7,DOWNTOWN,47.61217,-122.33694,1.0,25,369996,0,369996,Office,383942.0,Parking,127192.0,,,2012,Compliant,,Multi-usages,27,1.0,1,2
625,2016,NonResidential,Large Office,"2200 Equities, LLC",2200 1st Avenue South,Seattle,WA,98134.0,7666206220,2,GREATER DUWAMISH,47.58361,-122.33369,1.0,4,129000,25800,103200,Office,104869.0,,,,,,Compliant,,Mono-usage,116,0.8,0,1
22940,2016,NonResidential,Small- and Mid-Sized Office,MERIDIAN NORTH OFFICE BUILDING,10740 MERIDIAN AVE N,Seattle,WA,98133.0,2926049018,5,NORTHWEST,47.70793,-122.33316,1.0,2,27574,0,27574,Office,27574.0,,,,,,Compliant,,Mono-usage,34,1.0,0,1
35392,2016,NonResidential,Supermarket / Grocery Store,70500881 -- Uptown,500 Mercer Street,Seattle,WA,98109.0,4458720010,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,1.0,4,45980,0,45980,Supermarket/Grocery Store,45980.0,,,,,2013,Compliant,,Mono-usage,10,1.0,0,1
